,comment,sentiment
1019,you got it partly right and partly wrong ll try to sort couple basic points out as understand pedophilia is sexual attraction people don choose it so person who has it ve heard looks at child and sees distorted picture of person who is an attractive partner they seem to get wrong ideas that it not harmful but mutually beneficial fact is whatever people sexual attraction there can be inappropriate things around it with heterosexual adult attraction history is legion of men who have risked their kingdom for woman of stalking rape and much more with gay people there can be obsessive behaviors at times and with pedophiles not only can there be also but that the one on the list that inherently harmful but they don seem to understand that lot but pedophilia itself is not crime that is having that attraction someone could have that and not act on it and people wouldn know it acting on it that criminal but just having that orientation is widely seen as danger because it tempting them to act on it so it seems to me we should have some humane view of the issue to see it as tragic that people can have that attraction and approach with trying to figure out how to help them deal with it by avoiding any harmful action to children not something purely hateful such as jail them for life with no actions or shoot them and society should figure out how to protect children while also helping the person deal with the issue while your point that attacking gay or transgender people as pedophiles is wrong is right it also right to say pedophilia is sexual orientation and pedophilia itself the attraction is not criminal we re so used to seeing sexual orientation mentioned as fine to argue against discrimination against gay people that it doesn sound right to refer to pedophilia as sexual orientation because it sounds like it also being said it fine it not they re different in that homosexual orientation is something to respect people to be free from discrimination for while pedophilia is sexual orientation to view as not harmless if acted on and something for society to try to address to help people avoid acting on it humanely don know what the answer is but the current situation where society demands people who have that orientation likely remain in the closet seems dangerous for everyone instead of having better answer pedophiles who do reject society position on the attraction that they can act on it and try to anyway are where it becomes criminal we can do better to try to address people who have that orientation in ways that are humane to them and better protect children than just criminal laws which too often pedophiles in the closet violate until caught and jailed,neutral
1020,the obsession of republicans with this topic is to divert our attention from the increasing number of cases emerging from their church pertaining to child exploitation over decades,negative
1021,elon musk just suspended bunch of journalist accounts for covering the news story about him suspended the jet tracking account followed by suspending the account of another platform he claims the journalists were doxxing him by covering the story,negative
1022,katie porter is every woman and smarter than most and she knows how to translate economic reality better than bernie regardless of party she should run for president and bring her white board,positive
1023,church has been exposed to be safe haven for groomers conservatives want to hide that fact,negative
1024,lmao at conservatives being angry and depressed cenk you live in fantasy world,negative
1025,she needs to sue they dumbasses,negative
1026,when trump won the crazy 11 extremist voted for the hate the other votes he got for saying the quiet part out load on debate stage that he has bought all those politicians before,negative
1027,we need to see gina texts next,neutral
1028,the most toxic dangerous thing in america is not trump or desantis it the delusional gop base,negative
1029,mrs thomas may need an alcoholic intervention,negative
1030,he claims he did nothing wrong ludicrous,negative
1031,show me the evidence of your accusations none all to the contrary it clear but holy moly,negative
1032,all heard that pastor that laid out how they infiltrated the supreme court,negative
1033,thomas and wife kiss dump trump feet and toes,negative
1034,clarence thomas and his wife are one until you ask them most don understand the depth of their nature different yet the same,neutral
1035,ginni is beast,negative
1036,meadows was too drunk to deal with it,negative
1037,what do poor people do faster than rich people go to jail,neutral
1038,maggots of course do not realize that lawsuits and affidavits are not proof just one examples of so much that maggots don realize ginny thomas is sicko nothing will ever happen to clarabelle for his vile lawlessness,negative
1039,clarence thomas is the most crooked justice to ever sit on the supreme court by far,negative
1040,giuliani nickname lying clown is quite fitting along with benedict donald,negative
1041,clarence thomas django stephen,neutral
